例句編號,主編號,釋義編號,例句順序,例句,例句標音,華語翻譯
294,207,306,1,我一禮拜愛上班五工。,Guá tsi̍t lé-pài ài siōng-pan gōo kang. ,我一禮拜要上五天班。
295,207,307,1,勞工,lô-kang,
296,207,307,2,工人,kang-lâng,
297,207,307,3,木工,ba̍k-kang,
298,207,308,1,工程,kang-tîng,
299,207,309,1,伊刻這粒印仔真了工。,I khik tsit lia̍p ìn-á tsin liáu-kang. ,他刻這顆印章花很多時間。
300,207,310,1,我無彼號閒工佮你開講。,Guá bô hit-lō îng-kang kah lí khai-káng. ,我沒有多餘的時間跟你聊天。
301,208,311,1,工尺,kong-tshe,
303,209,313,1,安份守己,an-hūn-siú-kí,
304,209,313,2,自己,tsū-kí,
305,210,315,1,巳時,tsī-sî,上午九點到十一點
306,211,316,1,面巾,bīn-kin,毛巾
307,211,316,2,手巾仔,tshiú-kin-á,手帕
308,212,317,1,干戈,kan ko,盾和矛，原指兵器，後多引申為戰爭。
309,212,318,1,天干,thian kan,甲乙丙丁戊己庚辛壬癸十天干
310,212,319,1,干你啥物代誌？,Kan lí siánn-mih tāi-tsì? ,關你什麼事？
311,212,320,1,干涉,kan-sia̍p,
312,212,321,1,干犯,kan huān,冒犯、侵犯
313,213,322,1,弓箭,king tsìnn,
314,213,323,1,衫弓仔,sann-king-á,衣架
315,213,323,2,弓蕉,king-tsio,香蕉
316,213,324,1,弓大豬,king tuā ti,以過量餵養的方式，把豬隻的體型在短時間之內撐得更大，通常在即將販售或競賽之前進行。
317,213,324,2,大步弓,tuā pōo king,張大步伐快速走
318,213,325,1,一弓弓蕉,tsi̍t king king-tsio,一長串香蕉
319,214,326,1,才調,tsâi-tiāu,本事、能力
320,214,326,2,無才,bô-tsâi,沒本事
321,214,327,1,將才,tsiòng-tsâi,
322,214,327,2,秀才,siù tsâi,
323,214,327,3,奴才,lôo-tsâi,
324,215,328,1,這馬我才知影伊是騙我的。,Tsit-má guá tsiah tsai-iánn i sī phiàn--guá ê. ,現在我才知道他是騙我的。
325,215,329,1,伊才十七歲爾爾，袂使啉酒。,"I tsiah tsa̍p-tshit huè niā-niā, bē-sái lim tsiú. ",他才十七歲而已，不能喝酒。
326,215,330,1,我才無欲相信你講的話！,Guá tsiah bô beh siong-sìn lí kóng ê uē! ,我才不相信你說的話！
327,215,331,1,後擺我才共你講。,Āu pái guá tsiah kā lí kóng. ,以後我再告訴你。
328,215,331,2,電影看煞才來去食飯。,Tiān-iánn khuànn-suah tsiah lâi-khì tsia̍h pn̄g. ,電影看完再去吃飯。
329,216,332,1,這款木材一才偌濟？,Tsit khuán bo̍k-tsâi tsi̍t tshâi guā-tsē? ,這種木材一才多少錢？
330,218,335,1,阮丈人明仔載欲起來臺北。,Guán tiūnn-lâng bîn-á-tsài beh khí-lâi Tâi-pak. ,我的岳父明天要北上到臺北。
331,219,336,1,三八人,sam-pat lâng,傻氣不正經的人
332,220,337,1,伊是一个土人，講話較凊彩，你毋通佮伊計較。,"I sī tsi̍t ê thóo-lâng, kóng-uē khah tshìn-tshái, lí m̄-thang kah i kè-kàu. ",他是一個粗人，說話比較隨便，你不要跟他計較。
333,221,338,1,警察大人,kíng-tshat tāi-jîn,
334,222,339,1,大人儉一喙，囡仔食甲飫。,"Tuā-lâng khiām tsi̍t tshuì, gín-á tsia̍h kah uì. ",大人少吃一口，小孩子就可以吃得飽，甚至吃到膩了。
335,223,340,1,囡仔猶閣細漢，你毋通共拍甲遐爾仔大力。,"Gín-á iáu-koh sè-hàn, lí m̄-thang kā phah kah hiah-nī-á tuā-la̍t. ",孩子還小，你不要打得那麼用力。
336,232,349,1,對臺北坐飛機到高雄上久是一點鐘。,Tuì Tâi-pak tsē hui-ki kàu Ko-hiông siōng-kú sī tsi̍t tiám-tsing. ,從臺北坐飛機到高雄最久是一個小時。
337,233,350,1,頂禮拜阮一陣人上山去看風景。,Tíng lé-pài guán tsi̍t tīn lâng tsiūnn-suann khì khuànn hong kíng. ,上個禮拜我們一群人登山去看風景。
338,234,351,1,我欲準備下山矣。,Guá beh tsún-pī hā-san--ah. ,我要準備下山了。
339,235,352,1,伊久久才來一擺。,I kú-kú tsiah lâi tsi̍t pái. ,他相隔很久才來一次。
340,236,353,1,伊拍一下傷大下，箠仔煞斷去。,"I phah tsi̍t-ē siunn tuā-ē, tshuê-á suah tn̄g--khì. ",他打得太用力，竹枝竟然斷掉了。
341,237,354,1,伊真小口，食袂濟。,"I tsin sió-kháu, tsia̍h bē tsē. ",他食量很小，吃不多。
342,240,357,1,男子漢大丈夫,lâm-tsú-hàn tāi-tiōng-hu,
343,241,358,1,干干仔欲去,kan-kan-á beh khì,偏偏要去
344,243,360,1,山頂的暗暝，會使看著千千萬萬粒星。,"Suann-tíng ê àm-mê, ē-sái khuànn-tio̍h tshian-tshian-bān-bān lia̍p tshenn. ",山上的夜晚，可以看到成千上萬顆星星。
345,245,362,1,姑婆的翁我愛叫伊「丈公」。,"Koo-pô ê ang guá ài kiò i ""tiūnn-kong"". ",姑婆的先生我要叫他「姑公」。
346,248,365,1,這馬下勻的少年人，想法佮阮往過攏無仝。,"Tsit-má ē-ûn ê siàu-liân lâng, siūnn-huat kah guán íng-kuè lóng bô-kāng. ",現在小一輩的年輕人，想法和我們以往不同。
347,249,366,1,大不了予人罵罵咧爾爾。,Tāi-put-liáu hōo lâng mē-mē--leh niā-niā. ,頂多被罵一罵而已。
348,250,367,1,伊三不五時就來阮兜行踏。,I sam-put-gōo-sî tō lâi guán tau kiânn-ta̍h. ,他不時來我們家串門子。
349,251,369,1,你這款土公仔性著愛改啦！,Lí tsit khuán thóo-kong-á-sìng tio̍h-ài kái--lah! ,你這種粗魯的個性要改一改！
350,253,372,1,伊就是彼款土公仔性，你莫佮伊計較。,"I tō sī hit khuán thóo-kong-á-sìng, lí mài kah i kè-kàu. ",他的個性就是那麼粗魯，你不要和他計較。
351,256,375,1,請上天保庇咱臺灣會當安定佮富裕。,Tshiánn siōng-thian pó-pì lán Tâi-uân ē-tàng an-tīng kah hù-jū. ,請上蒼保佑我們臺灣能夠安定和富裕。
352,257,376,1,彼項工夫伊已經學上手矣。,Hit hāng kang-hu i í-king o̍h tsiūnn-tshiú--ah. ,那項技術他已熟練了。
353,257,377,1,諞仙仔錢諞上手就溜旋矣。,Pián-sian-á tsînn pián tsiūnn-tshiú tō liu-suan--ah. ,郎中錢一騙到手就開溜了。
354,258,378,1,彼口井敢閣有咧上水？,Hit kháu tsénn kám koh ū teh tshiūnn-tsuí? ,那口井還有人在取水嗎？
355,260,381,1,先下手為強,sing hē-tshiú uî kiông,
356,262,384,1,下水湯,hā-suí thng,用禽類動物內臟煮成的湯
357,262,385,1,下水路,hā-suí lōo,汙水排水道
358,264,387,1,伊出手真大方，攏袂凍霜。,"I tshut-tshiú tsin tāi-hong, lóng bē tàng-sng. ",他出手很慷慨，一點也不會小氣吝嗇。
359,264,388,1,伊今仔日的穿插看起來真大方。,I kin-á-ji̍t ê tshīng-tshah khuànn--khí-lâi tsin tāi-hong. ,他今天的穿著看起來很得體，有大家的風範。
360,265,389,1,今仔日是大日，真濟人嫁娶。,"Kin-á-ji̍t sī tuā-ji̍t, tsin tsē lâng kè-tshuā. ",今天是好日子，很多人嫁娶。
361,265,390,1,運動會閣拄著出大日，逐家一定會曝甲烏趖趖。,"Ūn-tōng-huē koh tú-tio̍h tshut tuā-ji̍t, ta̍k-ke it-tīng ē pha̍k kah oo-sô-sô. ",運動會又遇到出大太陽，大家一定會曬得很黑。
362,267,393,1,你若欲做衫，愛先量寸尺。,"Lí nā beh tsò sann, ài sing niû tshùn-tshioh. ",你如果想要做衣服，要先量身材尺寸。
363,268,394,1,囡仔人騎車愛小心，毋通騎傷緊。,"Gín-á-lâng khiâ tshia ài sió-sim, m̄-thang khiâ siunn kín. ",小孩子騎車要留意謹慎，不要騎太快。
364,269,395,1,舊曆的小月干焦二十九工爾爾。,Kū-li̍k ê sió-gue̍h kan-na jī-tsa̍p-káu-kang niā-niā. ,農曆的小月只有二十九天而已。
365,269,396,1,這個月是小月，來阮店交關的人客有較少。,"Tsit kò gue̍h sī sió-gue̍h, lâi guán tiàm kau-kuan ê lâng-kheh ū khah tsió. ",這個月是生意淡季，來我們店裡捧場的人比較少。
366,270,397,1,伊是做小木的。,I sī tsò sió-ba̍k--ê. ,他是製作傢俱的木工。
367,271,398,1,這馬練工夫真時行。,Tsit-má liān kang-hu tsin sî-kiânn. ,現在很流行練功夫。
368,271,399,1,這條手巾仔做了有夠工夫。,Tsit tiâu tshiú-kin-á tsò liáu ū-kàu kang-hu. ,這條手帕做得很細緻。
369,271,400,1,伊的工夫袂䆀。,I ê kang-hu bē-bái. ,他的技術不錯。
370,271,401,1,做這條椅仔愛用真濟工夫。,Tsò tsit liâu í-á ài īng tsin tsē kang-hu. ,製作這把椅子要花很多時間。
371,271,402,1,咱攏是熟似人，毋免遐工夫。,"Lán lóng sī si̍k-sāi-lâng, m̄-bián hiah kang-hu. ",我們都是彼此熟識的人，不用那麼多禮。
372,271,403,1,這个工事工夫真大。,Tsit ê kang-sū kang-hu tsin tuā. ,這個工程的工程很大。
373,274,406,1,你做代誌毋通三心兩意。,Lí tsò tāi-tsì m̄-thang sam-sim-lióng-ì. ,你做事情不要猶豫不決。
374,275,407,1,伊拍球拍甲大心氣。,I phah-kiû phah kah tuā-sim-khuì. ,他打球打到喘不過氣來。
375,279,411,1,你閣會曉西瓜倚大爿，知影欲綴阮行。,"Lí koh ē-hiáu si-kue uá tuā-pîng, tsai-iánn beh tuè guán kiânn. ",你還會見風轉舵，知道要跟著我們走。
376,279,412,1,你的年歲比我較濟，大爿讓予你坐。,"Lí ê nî-huè pí guá khah tsē, tuā-pîng niū hōo lí tsē. ",你的年紀比我大，左邊這個位子就讓給你坐。
377,283,416,1,冊愛用巾仔包咧。,Tsheh ài īng kin-á pau--leh. ,書要用布巾包著。
378,285,418,1,啥人叫你大主大意做這件代誌？,Siánn-lâng kiò lí tuā-tsú-tuā-ì tsò tsit kiānn tāi-tsì? ,誰叫你擅作主張做這件事？
379,286,419,1,這毋是啥物大代誌。,Tse m̄ sī siánn-mih tuā tāi-tsì. ,這不是什麼大事情。
380,287,420,1,遮的上加是兩百箍。,Tsia-ê siōng-ke sī nn̄g pah khoo. ,這些頂多兩百元。
381,288,421,1,上北的火車,tsiūnn-pak ê hué-tshia,北上的火車
382,291,424,1,小可仔錢嘛是錢，該儉著愛儉。,"Sió-khuá-á tsînn mā sī tsînn, kai khiām tio̍h ài khiām. ",小錢也是錢，該節省就要節省。
383,292,425,1,大四界滿滿是。,Tuā-sì-kè muá-muá-sī. ,到處都是。
384,294,427,1,伊攏愛等甲下半暝才睏會落眠。,I lóng ài tán kah ē-puànn-mê tsiah khùn ē lo̍h-bîn. ,他都要等到下半夜才睡得熟。
385,295,428,1,股票上市,kóo-phiò tsiūnn-tshī,
386,296,429,1,做生理愛敢下本，才會成功。,"Tsò-sing-lí ài kánn hē-pún, tsiah ē sîng-kong. ",做生意要敢投入本錢，才會成功。
387,297,431,1,大本山芹菜,tuā-pún suann-khîn-tshài,大型的山芹菜
388,298,433,1,伊是這个歌仔戲班的小旦。,I sī tsit ê kua-á-hì pan ê sió-tuànn. ,她是這個歌仔劇團裡的小旦。
389,299,434,1,伊看乞食無上目。,I khuànn khit-tsia̍h bô tsiūnn-ba̍k. ,他瞧不起乞丐。
390,300,435,1,伊隨上台就袂記得愛唸口白。,I suî tsiūnn-tâi tō bē-kì-tit ài liām kháu-pe̍h. ,他一上臺就忘了要唸旁白。
391,301,436,1,大目新娘揣無灶。,Tuā-ba̍k sin-niû tshuē bô tsàu. ,大眼睛的新娘沒看見爐灶。諷刺一個人對於近在眼前的大目標，居然看不見。
392,302,437,1,彼个小生真緣投。,Hit ê sió-sing tsin iân-tâu. ,那個小生長得真英俊。 
393,306,441,1,伊明仔載欲上任矣。,I bîn-á-tsài beh tsiūnn-jīm--ah. ,他明天要就職了。
394,308,443,1,我無欲放伊干休。,Guá bô beh pàng i kan-hiu. ,我不會放過他。
395,309,445,1,伊的大名，大部份的人攏知。,"I ê tuā-miâ, tuā-pōo-hūn ê lâng lóng tsai. ",他的大名，多數人皆知。
396,310,446,1,踮厝內，大囝的責任較重。,"Tiàm tshù-lāi, tuā-kiánn ê tsik-jīm khah tāng. ",在家裡，長子的責任比較重。
397,312,449,1,你這个臭小囝，哪會無代無誌共人拍？,"Lí tsit ê tshàu sió-kiánn, ná ē bô-tāi-bô-tsì kā lâng phah? ",你這個臭小子，怎麼無緣無故就打人呢？
398,314,451,1,彼个唱歌唱上好的人，是阮姊仔。,"Hit ê tshiùnn kua tshiùnn siōng hó ê lâng, sī guán tsí--á. ",那個唱歌唱得最好的人，就是我姐姐。
399,314,452,1,這件代誌你上好是莫管。,Tsit kiānn tāi-tsì lí siōng-hó sī mài kuán. ,這件事情你最好別管。
400,315,453,1,有也好，無也好。,"Ū iā-hó, bô iā-hó. ",有也好，沒有也好。
401,317,457,1,生理人初二、十六攏有拜土地公。,"Sing-lí-lâng tshe-jī, tsa̍p-la̍k lóng ū pài Thóo-tī-kong. ",生意人初二、十六都拜土地公。
402,318,458,1,下早仔去較袂熱。,E-tsái-á khì khah bē jua̍h. ,早上去比較不會熱。
403,318,459,1,下早仔伊有來揣你。,E-tsái-á i ū lâi tshuē--lí. ,今天早上他來找你。
404,319,460,1,伊是一个大耳豬。,I sī tsi̍t ê tuā-hīnn ti. ,他是耳根軟的人。
405,320,463,1,伊真正是大舌閣興喋。,I tsin-tsiànn sī tuā-tsi̍h koh hìng thi̍h. ,他明明口吃，說話不清楚，又偏偏喜歡講話。
406,322,467,1,母舅坐大位。,Bú-kū tsē tuā-uī. ,舅舅坐主位。
407,327,474,1,好田地不如好子弟。,Hó tshân-tē put-jû hó tsú-tē. ,擁有良田美地，不如養育上進乖巧的好子孫。
408,328,475,1,恁小弟今年幾歲矣？,Lín sió-tī kin-nî kuí huè--ah? ,妳弟弟今年幾歲了？
409,328,476,1,小弟真歡喜來到貴寶地。,Sió-tī tsin huann-hí lâi-kàu kuì pó-tē. ,我很高興來到貴寶地。這句話也是走江湖的開場白。
410,328,477,1,請問這位小弟按怎稱呼？,Tshiánn-mn̄g tsit uī sió-tī án-tsuánn tshing-hoo? ,請問這位小兄弟怎麼稱呼？
411,329,478,1,我欲去廟埕看子弟戲。,Guá beh khì biō-tiânn khuànn tsú-tē-hì. ,我要去廟口看子弟戲演出。
412,330,479,1,三更半暝,sann-kenn-puànn-mê,三更半夜
413,331,480,1,伊昨昏三更半暝才轉來。,I tsa-hng sann-kenn-puànn-mê tsiah tńg--lâi. ,他昨天三更半夜才回來。
414,332,481,1,這个庄頭無偌大，蹛無幾口灶。,"Tsit ê tsng-thâu bô guā tuā, tuà bô kuí kháu-tsàu. ",這個村子沒多大，沒有幾戶人家住在那裡。
415,334,483,1,伊有一个大肚胿，做啥物代誌攏真無方便。,"I ū tsi̍t ê tuā-tōo-kui, tsò siánn-mih tāi-tsì lóng tsin bô hong-piān. ",他有一個很大的肚子，做起任何事都很不方便。
416,334,484,1,伊親像大肚胿，一頓會當食六碗飯。,"I tshin-tshiūnn tuā-tōo-kui, tsi̍t tǹg ē-tàng tsia̍h la̍k uánn pn̄g. ",他的食量真的很大，一餐可以吃掉六碗飯。
417,334,485,1,你揹一个大肚胿，閣遐愛拋拋走。,"Lí phāinn tsi̍t ê tuā-tōo-kui, koh hiah ài pha-pha-tsáu. ",你都懷孕挺了個大肚子了，還那麼喜歡四處跑。
418,335,487,1,三角銀,sann-kak gîn,三毛錢
419,336,488,1,陳的！真久見！近來攏咧無閒啥？,Tân--ê! Tsin kiú-kiàn! Kīn-lâi lóng teh bô-îng siánn? ,老陳！好久不見！最近都在忙些什麼？
420,342,494,1,三角窗的厝來做店面上好。,Sann-kak-thang ê tshù lâi tsò tiàm-bīn siōng hó. ,轉角的房子來做店面最合適。
421,344,496,1,伊上愛提千里鏡看較遠的風景。,I siōng ài the̍h tshian-lí-kiànn khuànn khah hn̄g ê hong-kíng. ,他最喜歡拿望遠鏡看比較遠處的風景。
422,345,497,1,我若無提醒，你久來就會袂記得矣。,"Guá nā-bô thê-tshénn, lí kú--lâi tō ē bē-kì--tit--ah. ",我若沒有提醒你，時間一久你就會忘記了。
423,346,498,1,伊去予警察召去問口供。,I khì hōo kíng-tshat tiàu khì mn̄g kháu-king. ,他被警察叫去問口供。
424,348,500,1,大事化小事，小事化無事。,"Tuā-sū huà sió-sū, sió-sū huà bô-sū. ",大事化小，小事化無。有息事寧人或避重就輕之意。
425,350,502,1,這擺的工事真順利。,Tsit pái ê kang-sū tsin sūn-lī. ,這次的工程很順利。
426,352,504,1,大嫂疼小叔。,Tuā-só thiànn sió-tsik. ,大嫂疼小叔。
427,356,508,1,這片山坪種足濟茶欉。,Tsit phiàn suann-phiânn tsìng tsiok tsē tê-tsâng. ,這片山坡地上種了很多茶樹。
428,357,509,1,「丈姆」就是阮某的老母。,"""Tiūnn-ḿ"" tō sī guán bóo ê lāu-bú. ",「岳母」就是我太太的母親。
429,361,515,1,伊是阮小妹。,I sī guán sió-muē. ,她是我妹妹。
430,361,516,1,小妹感謝逐家的疼惜。,Sió-muē kám-siā ta̍k-ke ê thiànn-sioh. ,小妹謝謝大家對我的愛護。
431,361,517,1,這位小妹真古錐。,Tsit uī sió-muē tsin kóo-tsui. ,這位小妹妹真可愛。
432,363,521,1,𪜶兩个兄嫂小姑誠有話講。,In nn̄g ê hiann-só sió-koo tsiânn ū uē kóng. ,她們姑嫂倆很有得聊。
433,366,524,1,咱做大官的，目睭愛瞌一蕊，毋通傷頂真。,"Lán tsò ta-kuann--ê, ba̍k-tsiu ài kheh tsi̍t luí, m̄-thang siunn tíng-tsin. ",我們做為人家的公公，要睜一隻眼閉一隻眼，不可太認真。
434,367,525,1,𪜶親情內底有一个大官虎，講話攏會硩死人。,"In tshin-tsiânn lāi-té ū tsi̍t ê tuā-kuann-hóo, kóng-uē lóng ē teh-sí-lâng. ",他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。
435,368,526,1,伊生本較土性，你莫佮伊計較。,"I senn-pún khah thóo-sìng, lí mài kah i kè-kàu. ",他天生就比較粗魯、率直，你不要和他計較。
436,369,527,1,伊下性命落去拍拚，向望有一工會出頭天。,"I hē-sènn-miā lo̍h khì phah-piànn, ǹg-bāng ū tsi̍t kang ē tshut-thâu-thinn. ",他拚命的做，希望有一天能出人頭地。
437,372,530,1,屘叔仔明仔下昏才會轉來。,Ban-tsik-á bîn-á e-hng tsiah-ē tńg--lâi. ,小叔叔明天晚上才會回來。
438,372,531,1,我下昏欲去看電影。,Guá e-hng beh khì khuànn tiān-iánn. ,我今晚要去看電影。
439,376,535,1,伊的人較土直，毋才較會去得失人。,"I ê lâng khah thóo-ti̍t, m̄-tsiah khah ē khì tik-sit--lâng. ",他的人個性比較直率，所以比較容易得罪別人。
440,378,537,1,我看𪜶兩个，會做伙嘛袂久長。,"Guá khuànn in nn̄g ê, ē tsò-hué mā bē kú-tn̂g. ",我看他們兩個，就算會在一起也不會長久。
441,379,538,1,恁千金生做真媠。,Lín tshian-kim senn-tsò tsin suí. ,你的女兒長得很漂亮。
442,379,539,1,春宵一刻值千金。,Tshun siau it khik ti̍t tshian-kim. ,歡樂的時光是很美好可貴的。
443,380,540,1,你若是有啥物三長兩短，欲叫我按怎活落去？,"Lí nā-sī ū siánn-mih sann-tn̂g-nn̄g-té, beh kiò guá án-tsuánn ua̍h--lo̍h-khì? ",你如果有何不測，叫我要怎麼活下去？
444,381,541,1,石頭浸久嘛會上青苔。,Tsio̍h-thâu tsìm kú mā ē tshiūnn-tshenn-thî. ,石頭浸久了也會長青苔。比喻從事某一工作，時間久了也會有所成就。
445,382,542,1,久長病，無孝子。,"Kú-tn̂g-pēnn, bô hàu-tsú. ",久病床前無孝子。
446,389,550,1,三思而後行。,Sàm-su jî hiō hîng. ,
447,390,551,1,伊講伊大後日會倒轉來。,I kóng i tuā-āu--ji̍t ē tò-tńg--lâi. ,他說他大後天會回來。
448,391,552,1,伊這過出國，著愛大後年才會當倒轉來。,"I tsit-kuè tshut-kok, tio̍h ài tuā-āu--nî tsiah ē-tàng tò-tńg--lâi. ",他這次出國，要大後年才會回來。
449,393,554,1,你閣按怎講，伊也是聽袂入耳。,"Lí koh án-tsuánn kóng, i iā-sī thiann bē ji̍p-ní. ",你再怎麼說，他還是聽不進去。
450,393,555,1,伊是老師，也是學生。,"I sī lāu-su, iā-sī ha̍k-sing. ",他是老師，也是學生。
451,394,556,1,彼个人才是歹人。,Hit ê lâng tsiah-sī pháinn-lâng. ,那個人才是壞人。
452,396,558,1,伊是大某生的，毋是細姨仔囝。,"I sī tuā-bóo senn--ê, m̄ sī sè-î-á kiánn. ",他是大老婆生的，不是小老婆的孩子。
